poll_epoch,arm_n,replicate,image_digest,clock_offset_s,hostname,status,healthy,reboot_count,tofu_start_epoch,tofu_end_epoch,cloudinit_start_epoch,cloudinit_end_epoch,container_start_epoch,container_end_epoch,total_startup_s,created_epoch,session_started_epoch,last_seen_epoch,machine_identity
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-1,,,0,1788390738.0,1788390767.0,,,,,,1788390768.128852,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-10,,,0,1788390738.0,1788390767.0,,,,,,1788390768.130117,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-2,,,0,1788390738.0,1788390767.0,,,,,,1788390768.130938,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-3,,,0,1788390738.0,1788390767.0,,,,,,1788390768.131762,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-4,,,0,1788390738.0,1788390767.0,,,,,,1788390768.132688,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-5,,,0,1788390738.0,1788390767.0,,,,,,1788390768.133418,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-6,,,0,1788390738.0,1788390767.0,,,,,,1788390768.134149,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-7,,,0,1788390738.0,1788390767.0,,,,,,1788390768.13509,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-8,,,0,1788390738.0,1788390767.0,,,,,,1788390768.135877,,,
1788390770.0228832,10,1,ghcr.io/talmolab/lablink-client-base-image:linux-amd64-test@sha256:1ec2fde6860186b3d45ac83890167258f83512955dbce65f072d4e8c310cb9de,0.37648844718933105,sleap-lablink-client-prod-vm-9,,,0,1788390738.0,1788390767.0,,,,,,1788390768.136603,,,
